Sağlık Tesisi Adı,Ana Kategori,Alt Kategori,İlçe Adı,Mahalle Adı,ADRES,Latitude,Longitude
Gözüm Optik Lens,Sağlık,Gözlükçü/Optik,KADIKÖY,CAFERAĞA,Muvakkıthane Cad. No:18 B CAFERAĞA/KADIKÖY,40.989952,29.024529
Göz Grup Optik,Sağlık,Gözlükçü/Optik,KADIKÖY,SUADİYE,Bağdat Cad. No:372 E SUADİYE/KADIKÖY,40.962956,29.075293
İrem Optik,Sağlık,Gözlükçü/Optik,KÜÇÜKÇEKMECE,GÜLTEPE,Reyhan Cad. No:40 -42B GÜLTEPE/KÜÇÜKÇEKMECE,40.993083,28.790573
Melis Ecza Deposu,Sağlık,Ecza Deposu,ŞİŞLİ,HALİDE EDİP ADIVAR,Kestanelik Sk. No:28 HALİDE EDİP ADIVAR/ŞİŞLİ,41.061544,28.977018
Uzm. Dr. Ersin Baltacı,Sağlık,Doktor/Muayenehane,KADIKÖY,CAFERAĞA,Mühürdar Cad. No:83 CAFERAĞA/KADIKÖY,40.987401,29.021883
Uzm. Kl. Psk. Esra Bayraktar Süngü,Sağlık,Psikologlar,MALTEPE,BAĞLARBAŞI,Cemal Bey Cad. No:5 /1 BAĞLARBAŞI/MALTEPE,40.921473,29.136977
Maltepe 27 No'lu Aile Sağlığı Merkezi,Sağlık,Aile Sağlığı Merkezi,MALTEPE,ALTINTEPE,Eski Bağdat Cad. No:15 ALTINTEPE/MALTEPE,40.950939,29.099542
Özel Dentmarmara Ağız ve Diş Sağlığı Merkezi,Sağlık,Özel Ağız ve Diş Sağlığı Merkezleri,BEYLİKDÜZÜ,ADNAN KAHVECİ,Kışla Cad. No:32 /2 ADNAN KAHVECİ/BEYLİKDÜZÜ,41.003177,28.635074
Başakşehir Kayabaşı Murat Kızılkale Aile Sağlığı Merkezi,Sağlık,Aile Sağlığı Merkezi,BAŞAKŞEHİR,KAYABAŞI,İstiklal Cad. No:328 KAYABAŞI/BAŞAKŞEHİR,41.113086,28.743638
Özel Dent B & B Diş Kliniği,Sağlık,Özel Ağız ve Diş Sağlığı Merkezleri,ŞİŞLİ,TEŞVİKİYE,Hakkı Yeten Cad. No:23 TEŞVİKİYE/ŞİŞLİ,41.056001,28.997201
Duy - Med İşitme Cihazları,Sağlık,İşitme Cihazı Satış ve Uygulama Merkezi,SİLİVRİ,PİRİ MEHMET PAŞA,Albay Yunus Dirik Cad. No:50 PİRİ MEHMET PAŞA/SİLİVRİ,41.076257,28.249341
Uyar Src Psikoteknik,Sağlık,Psikoteknik Değerlendirme Merkezi,SİLİVRİ,PİRİ MEHMET PAŞA,Albay Yunus Dirik Cad. No:50 PİRİ MEHMET PAŞA/SİLİVRİ,41.076258,28.249334
Diş Hekimi Yüksel Ömeroğlu,Sağlık,Diş Hekimi,BAKIRKÖY,ZEYTİNLİK,Cumhuriyetçi Sk. No:25 ZEYTİNLİK/BAKIRKÖY,40.97967,28.870654
Özel Dentacenter Ağız ve Diş Sağlığı Polikliniği,Sağlık,Özel Ağız ve Diş Sağlığı Merkezleri,PENDİK,YENİŞEHİR,Millet Cad. No:22 /3 YENİŞEHİR/PENDİK,40.924787,29.302559
A +Plus Estetik Ağız Diş Sağlığı Polikliniği,Sağlık,Özel Ağız ve Diş Sağlığı Merkezleri,KÜÇÜKÇEKMECE,CENNET,Hürriyet Cad. No:38 /1 CENNET/KÜÇÜKÇEKMECE,40.988547,28.780705
Medikal,Sağlık,Medikal,KARTAL,CEVİZLİ,Karabük Cad. No:25 E CEVİZLİ/KARTAL,40.91582,29.169454
Pendik 32 No'lu Aile Sağlığı Merkezi,Sağlık,Aile Sağlığı Merkezi,PENDİK,YENİŞEHİR,Cumhuriyet Bulvarı No:21 YENİŞEHİR/PENDİK,40.93321,29.313524
Dr. Kemal Kurtçu,Sağlık,Doktor/Muayenehane,ZEYTİNBURNU,MALTEPE,Eski Çırpıcı Yolu Sk. No:2 /2 MALTEPE/ZEYTİNBURNU,41.009561,28.899399
Op. Dr. Hakan Çoker,Sağlık,Doktor/Muayenehane,ŞİŞLİ,MEŞRUTİYET,Vali Konağı Cad. No:149 MEŞRUTİYET/ŞİŞLİ,41.0546,28.994578
Bilgiç Optik,Sağlık,Gözlükçü/Optik,SİLİVRİ,PİRİ MEHMET PAŞA,Hacı Pervane Cad. No:37 D PİRİ MEHMET PAŞA/SİLİVRİ,41.074679,28.247141
Bilge Veteriner Kliniği,Sağlık,Veteriner,MALTEPE,FEYZULLAH,Serap Cad. No:51 FEYZULLAH/MALTEPE,40.931413,29.124306
Diş Hekimi Tahsin Erdevir,Sağlık,Diş Hekimi,KADIKÖY,OSMANAĞA,Söğütlüçeşme Cad. No:146 OSMANAĞA/KADIKÖY,40.991479,29.031858
Kadıköy 25 No'lu Aile Sağlığı Merkezi,Sağlık,Aile Sağlığı Merkezi,KADIKÖY,OSMANAĞA,Talimhane Sk. No:2 OSMANAĞA/KADIKÖY,40.992969,29.02892
Betemar Görüntüleme Merkezi,Sağlık,Görüntüleme Merkezi Özel,ŞİŞLİ,19-May,Operatör Raifbey Sk. No:50 19 MAYIS/ŞİŞLİ,41.060613,28.989628
Nazar Optik,Sağlık,Gözlükçü/Optik,PENDİK,ÇAMLIK,Selçuklu Cad. No:24 E ÇAMLIK/PENDİK,40.92365,29.290488
Üye Medikal,Sağlık,Medikal,AVCILAR,MERKEZ,Merkez Cami Sk. No:25 D MERKEZ/AVCILAR,40.981532,28.720945
Duy - Sev İşitme Cihazları,Sağlık,İşitme Cihazı Satış ve Uygulama Merkezi,AVCILAR,MERKEZ,Merkez Cami Sk. No:25 C MERKEZ/AVCILAR,40.981505,28.720934
Momart,Sağlık,Tıp Merkezi Özel,ŞİŞLİ,TEŞVİKİYE,Hakkı Yeten Cad. No:15 TEŞVİKİYE/ŞİŞLİ,41.05534,28.998599
Dna Ecza Deposu,Sağlık,Ecza Deposu,ÜMRANİYE,ŞERİFALİ,Turgut Özal Bulvarı No:149 ŞERİFALİ/ÜMRANİYE,40.99973,29.148101
Gözala Medikal,Sağlık,Medikal,FATİH,MOLLA GÜRANİ,Turgut Özal Millet Cad. No:84 MOLLA GÜRANİ/FATİH,41.012426,28.940198
Mine Diş Deposu,Sağlık,Medikal,FATİH,MOLLA GÜRANİ,Turgut Özal Millet Cad. No:84 MOLLA GÜRANİ/FATİH,41.012312,28.940199
Özel Gardenya Ağız ve Diş Sağlığı Merkezi,Sağlık,Özel Ağız ve Diş Sağlığı Merkezleri,BEYLİKDÜZÜ,ADNAN KAHVECİ,Yavuz Sultan Selim Bulvarı No:4 B ADNAN KAHVECİ/BEYLİKDÜZÜ,41.006765,28.625345
Bağcılar Toplum Sağlığı Merkezi Bağcılar 1 Nolu Göçmen Sağlığı Birimi,Sağlık,Toplum Sağlığı Merkezi,BAĞCILAR,ÇINAR,842. Sk. No:11 ÇINAR/BAĞCILAR,41.03545,28.859849
Canok Ortapedi Medikal,Sağlık,Medikal,SULTANBEYLİ,ABDURRAHMANGAZİ,Begonya Sk. No:6 ABDURRAHMANGAZİ/SULTANBEYLİ,40.969384,29.258529
Altınçağ Yaşlı Bakım Evi,Sağlık,Yaşlı Bakım Evi/Huzurevi,BEYLİKDÜZÜ,ADNAN KAHVECİ,Paşazade Cad. No:6 ADNAN KAHVECİ/BEYLİKDÜZÜ,40.997179,28.617579
Çatalca Merkez 1 No'lu Aile Sağlığı Merkezi,Sağlık,Aile Sağlığı Merkezi,ÇATALCA,KALEİÇİ,Mehmet Şanlı Cad. No:7 KALEİÇİ/ÇATALCA,41.146557,28.4535
Psk. Dilan Alişiroğlu,Sağlık,Psikologlar,ATAŞEHİR,KÜÇÜKBAKKALKÖY,Demir Sk. No:1 KÜÇÜKBAKKALKÖY/ATAŞEHİR,40.983941,29.106774
Psk. Yağmur Yılmaz,Sağlık,Psikologlar,BEYKOZ,KAVACIK,Okul Cad. No:5 KAVACIK/BEYKOZ,41.094335,29.087368
Optichouse,Sağlık,Gözlükçü/Optik,EYÜPSULTAN,GÖKTÜRK MERKEZ,Göktürk Cad. No:44 D GÖKTÜRK MERKEZ/EYÜPSULTAN,41.181839,28.889388
Saran Optik,Sağlık,Gözlükçü/Optik,PENDİK,FATİH,Hürriyet Cad. No:6 B FATİH/PENDİK,40.867853,29.296132
En-Gaz,Sağlık,Medikal,FATİH,MOLLA GÜRANİ,Turgut Özal Millet Cad. No:84 MOLLA GÜRANİ/FATİH,41.012343,28.940165
Işık Medikal,Sağlık,Medikal,FATİH,MOLLA GÜRANİ,Turgut Özal Millet Cad. No:84 MOLLA GÜRANİ/FATİH,41.012177,28.940379
Tenty Medikal,Sağlık,Medikal,FATİH,MOLLA GÜRANİ,Turgut Özal Millet Cad. No:84 MOLLA GÜRANİ/FATİH,41.012257,28.940351
Ören Medikal,Sağlık,Medikal,FATİH,MOLLA GÜRANİ,Turgut Özal Millet Cad. No:84 MOLLA GÜRANİ/FATİH,41.012339,28.940258
Yade Medikal,Sağlık,Medikal,FATİH,MOLLA GÜRANİ,Turgut Özal Millet Cad. No:84 MOLLA GÜRANİ/FATİH,41.012196,28.940347
Odak İşitme Cihazları,Sağlık,İşitme Cihazı Satış ve Uygulama Merkezi,FATİH,ŞEHREMİNİ,Turgut Özal Millet Cad. No:133 ŞEHREMİNİ/FATİH,41.015246,28.932719
Nanolab Gıda Yem Su Analiz ve Kontrol Laboratuvarı,Sağlık,Laboratuvar Özel,BEYLİKDÜZÜ,ADNAN KAHVECİ,Topçu Sk. No:2 ADNAN KAHVECİ/BEYLİKDÜZÜ,41.013112,28.631099
Salturhan Sarıgül Dişçi,Sağlık,Diş Hekimi,BAKIRKÖY,CEVİZLİK,Ebuziya Cad. No:9 A CEVİZLİK/BAKIRKÖY,40.977874,28.874961
Karadeniz Medikal,Sağlık,Medikal,FATİH,MOLLA GÜRANİ,Turgut Özal Millet Cad. No:84 MOLLA GÜRANİ/FATİH,41.012179,28.940533
Aslan Medikal,Sağlık,Medikal,FATİH,MOLLA GÜRANİ,Turgut Özal Millet Cad. No:84 MOLLA GÜRANİ/FATİH,41.01227,28.940343
Diş Hekimi Cansev Gürbüz Yılmaz,Sağlık,Diş Hekimi,FATİH,ŞEHREMİNİ,Turgut Özal Millet Cad. No:177 ŞEHREMİNİ/FATİH,41.01651,28.930201
Diş Hekimi Sibel Hocaoğlu,Sağlık,Diş Hekimi,ÜMRANİYE,İSTİKLAL,Yeşil Sk. No:85 İSTİKLAL/ÜMRANİYE,41.024861,29.098447
Akademi Gastroenteroloji Merkezi,Sağlık,Sağlık Diğer,FATİH,AKŞEMSETTİN,Akdeniz Cad. No:113 AKŞEMSETTİN/FATİH,41.016198,28.942302
Karagül Medikal,Sağlık,Medikal,ÇATALCA,FERHATPAŞA,Atatürk Cad. No:101 B FERHATPAŞA/ÇATALCA,41.136612,28.465219
Çatalca Kızılay Temsilciliği,Sağlık,Kızılay/Kan Merkezi,ÇATALCA,KALEİÇİ,Tevfik Erdönmez Cad. No:20 KALEİÇİ/ÇATALCA,41.142897,28.458527
Silivri Merkez 1 No'lu Aile Sağlığı Merkezi,Sağlık,Aile Sağlığı Merkezi,SİLİVRİ,PİRİ MEHMET PAŞA,Mumhane Sk. No:14 PİRİ MEHMET PAŞA/SİLİVRİ,41.073246,28.246808
Ruhsaar Alternatif Terapi Merkezi,Sağlık,Sağlık Diğer,ŞİŞLİ,GÜLBAHAR,Şekerciler Sk. No:3 GÜLBAHAR/ŞİŞLİ,41.070297,29.002863
Fzt. Muhammet Talha Bağdat,Sağlık,Doktor/Muayenehane,BEŞİKTAŞ,BEBEK,Küçükbebek Cad. No:65 -67 BEBEK/BEŞİKTAŞ,41.081038,29.044157
Özel North Clinicks Tıp Merkezi,Sağlık,Tıp Merkezi Özel,BEYKOZ,ORTAÇEŞME,Çayır Cad. No:178 ORTAÇEŞME/BEYKOZ,41.146103,29.087358
Özel Maltepe Aktif Psikoteknik,Sağlık,Psikoteknik Değerlendirme Merkezi,MALTEPE,ALTAYÇEŞME,Bağdat Cad. No:409 A ALTAYÇEŞME/MALTEPE,40.925231,29.130699
Estetisyen Op. Dr. Mustafa Karaca,Sağlık,Doktor/Muayenehane,KADIKÖY,CADDEBOSTAN,Bağdat Cad. No:292 /1 CADDEBOSTAN/KADIKÖY,40.968125,29.065197
Özel İlknur Sağlık Kabini,Sağlık,Sağlık Kabini Özel,AVCILAR,CİHANGİR,Kahraman Sk. No:27 B CİHANGİR/AVCILAR,40.988487,28.707152
Beykoz Mahmut Şevket Paşa Sağlık Evi,Sağlık,Toplum Sağlığı Merkezi,BEYKOZ,MAHMUTŞEVKETPAŞA,Prof. Dr. Aziz Sancar Cad. No:6 A MAHMUTŞEVKETPAŞA/BEYKOZ,41.151088,29.18796
Bayrampaşa 5 No'lu Aile Sağlığı Merkezi,Sağlık,Aile Sağlığı Merkezi,BAYRAMPAŞA,MURATPAŞA,Cumhuriyet Cad. No:132 C MURATPAŞA/BAYRAMPAŞA,41.049766,28.902661
Meydan Park Veteriner Kliniği,Sağlık,Veteriner,GÜNGÖREN,HAZNEDAR,Şevketdağ Cad. No:22 A HAZNEDAR/GÜNGÖREN,41.008901,28.872657
Ataşehir 10 No'lu Aile Sağlığı Merkezi,Sağlık,Aile Sağlığı Merkezi,ATAŞEHİR,BARBAROS,Barbaros Cad. No:224 B BARBAROS/ATAŞEHİR,40.989101,29.102262
Çevikbaş Patoloji Laboratuvarı,Sağlık,Laboratuvar Özel,FATİH,KEMALPAŞA,Atatürk Bulvarı No:32 KEMALPAŞA/FATİH,41.011517,28.953703
Op. Dr. Ayten Olgun,Sağlık,Doktor/Muayenehane,ŞİŞLİ,TEŞVİKİYE,Sezai Selek Sk. No:28 -30 TEŞVİKİYE/ŞİŞLİ,41.054231,28.995266
Dr. Aşkın Keriş,Sağlık,Doktor/Muayenehane,ŞİŞLİ,TEŞVİKİYE,Şakayık Sk. No:44 -46 TEŞVİKİYE/ŞİŞLİ,41.051217,28.994382
Pendik Fevzi Çakmak Aile Sağlığı Merkezi,Sağlık,Aile Sağlığı Merkezi,PENDİK,FEVZİ ÇAKMAK,Anibal Sk. No:28 FEVZİ ÇAKMAK/PENDİK,40.87436,29.26708
Diş Hekimi Nilgün Özşahin,Sağlık,Diş Hekimi,GÜNGÖREN,ABDURRAHMAN NAFİZ GÜRMAN,Şair Ahmet Kutsi Tecer Cad. No:3 ABDURRAHMAN NAFİZ GÜRMAN/GÜNGÖREN,41.004365,28.889769
Özel Vital Hospital Hastanesi,Sağlık,Özel Hastane,BAHÇELİEVLER,BAHÇELİEVLER,Deli Hüseyinpaşa Cad. No:1 BAHÇELİEVLER/BAHÇELİEVLER,41.007199,28.86968
Diş Hekimi Dr. Serpil Uygun İpek,Sağlık,Diş Hekimi,KÜÇÜKÇEKMECE,CENNET,Alparslan Cad. No:42 B CENNET/KÜÇÜKÇEKMECE,40.989681,28.781492
Diş Hekimi Sultan Adıgüzel,Sağlık,Diş Hekimi,SARIYER,SARIYER MERKEZ,Meserburnu Cad. No:89 SARIYER MERKEZ/SARIYER,41.166815,29.057008
Diyetisyen Helin Şen,Sağlık,Diyetisyen,BEYLİKDÜZÜ,YAKUPLU,Hürriyet Bulvarı No:155 /1 YAKUPLU/BEYLİKDÜZÜ,40.991315,28.668647
Güngören Abdurrahman Nafiz Gurman Aile Sağlığı Merkezi,Sağlık,Aile Sağlığı Merkezi,GÜNGÖREN,ABDURRAHMAN NAFİZ GÜRMAN,Şair Ahmet Kutsi Tecer Cad. No:35 /1 ABDURRAHMAN NAFİZ GÜRMAN/GÜNGÖREN,41.00684,28.887351
Tuzla İstasyon Şehit Seyir Astb. Kd. Selehattin Ergenekon Aile Sağlığı Merkezi,Sağlık,Aile Sağlığı Merkezi,TUZLA,İSTASYON,Hatboyu Cad. No:134 /2 İSTASYON/TUZLA,40.829394,29.321028
Çekmeköy 12 No'lu Aile Sağlığı Merkezi,Sağlık,Aile Sağlığı Merkezi,ÇEKMEKÖY,SOĞUKPINAR,Adnan Kahveci Cad. No:19 A SOĞUKPINAR/ÇEKMEKÖY,41.025541,29.232806
Pendik Çiğdem Aile Sağlığı Merkezi,Sağlık,Aile Sağlığı Merkezi,PENDİK,ESENLER,Rıfat Ilgaz Cad. No:153 ESENLER/PENDİK,40.890255,29.270653
Küçükçekmece 25 Aile Sağlığı Merkezi,Sağlık,Aile Sağlığı Merkezi,KÜÇÜKÇEKMECE,HALKALI MERKEZ,Şehit Yılmaz Özdemir Cad. HALKALI MERKEZ/KÜÇÜKÇEKMECE,41.03725,28.787308
Mannas Diş Deposu,Sağlık,Medikal,FATİH,MOLLA GÜRANİ,Oğuzhan Cad. No:39 MOLLA GÜRANİ/FATİH,41.012951,28.939612
Prof. Dr. Fatih Güçer,Sağlık,Doktor/Muayenehane,ATAŞEHİR,KÜÇÜKBAKKALKÖY,Işıklar Cad. No:35 KÜÇÜKBAKKALKÖY/ATAŞEHİR,40.984908,29.109018
Akdeniz Psikiyatri,Sağlık,Psikologlar,FATİH,AKŞEMSETTİN,Akdeniz Cad. No:99 B AKŞEMSETTİN/FATİH,41.017332,28.943606
Kadıköy Psikoteknik Değerlendirme Merkezi,Sağlık,Psikoteknik Değerlendirme Merkezi,KADIKÖY,RASİMPAŞA,Misak-ı Milli Sk. No:95 RASİMPAŞA/KADIKÖY,40.993357,29.029614
Uzm. Dr. Fatma Zehra Ateş,Sağlık,Doktor/Muayenehane,BEYOĞLU,PİYALEPAŞA,Yıldırım Beyazıt Sk. No:3 A PİYALEPAŞA/BEYOĞLU,41.05245,28.96027
Dr. Dt. Erkoç Dumanlı,Sağlık,Diş Hekimi,BEŞİKTAŞ,GAYRETTEPE,Yıldız Posta Cad. No:32 GAYRETTEPE/BEŞİKTAŞ,41.06546,29.007819
Uzm. Kl. Psk. Simge Bölükbaşı,Sağlık,Psikologlar,BAŞAKŞEHİR,BAHÇEŞEHİR 1. KISIM,Aşık Mahsuni Şerif Cad. No:71 A BAHÇEŞEHİR 1. KISIM/BAŞAKŞEHİR,41.064694,28.690014
Fatih Sultan Mehmet Eğitim ve Araştırma Hastanesi Diyabet Merkezi,Sağlık,Eğitim Araştırma Hastanesi,ÜSKÜDAR,VALİDE-İ ATİK,Hasanbey Sk. No:1 VALİDE-İ ATİK/ÜSKÜDAR,41.016858,29.024212
Anadolu Tıp Merkezi,Sağlık,Tıp Merkezi Özel,PENDİK,DOĞU,Ortanca Cad. No:73 A DOĞU/PENDİK,40.878466,29.235391
"Halıcıoğlu Aile Sağlığı Merkezi,",Sağlık,Aile Sağlığı Merkezi,BEYOĞLU,HALICIOĞLU,Muhibban Sk. No:30 A HALICIOĞLU/BEYOĞLU,41.050306,28.949556
Bahçelievler Altınyıldız Aile Sağlığı Merkezi,Sağlık,Aile Sağlığı Merkezi,BAHÇELİEVLER,YENİBOSNA MERKEZ,Okul 2 Sk. No:27 /2 YENİBOSNA MERKEZ/BAHÇELİEVLER,41.006952,28.820273
Murat Optik,Sağlık,Gözlükçü/Optik,BEŞİKTAŞ,SİNANPAŞA,Köyiçi Cad. No:16 B SİNANPAŞA/BEŞİKTAŞ,41.043536,29.005351
Özel Umut Ağız ve Diş Sağlığı Merkezi,Sağlık,Özel Ağız ve Diş Sağlığı Merkezleri,MALTEPE,ZÜMRÜTEVLER,Nil Cad. No:26 /1A ZÜMRÜTEVLER/MALTEPE,40.942361,29.148769
Prof. Dr. Nejat Güney,Sağlık,Doktor/Muayenehane,BEŞİKTAŞ,DİKİLİTAŞ,Hakkı Yeten Cad. No:10 L DİKİLİTAŞ/BEŞİKTAŞ,41.054793,28.999944
Özel Cebeci Diş Ağız ve Diş Sağlığı Polikliniği,Sağlık,Özel Ağız ve Diş Sağlığı Merkezleri,SULTANGAZİ,CEBECİ,1. Cebeci Cad. No:77 -79C CEBECİ/SULTANGAZİ,41.109496,28.868164
Dent İstanbul Koza Ağız ve Diş Sağlığı Polikliniği,Sağlık,Özel Ağız ve Diş Sağlığı Merkezleri,KADIKÖY,SAHRAYICEDİT,Halk Sk. No:27 SAHRAYICEDİT/KADIKÖY,40.984107,29.089821
Küçükçekmece Gültepe Aile Sağlığı Merkezi,Sağlık,Aile Sağlığı Merkezi,KÜÇÜKÇEKMECE,GÜLTEPE,Bağlar Cad. No:73 GÜLTEPE/KÜÇÜKÇEKMECE,40.995476,28.791714
Sultanbeyli Altıntepe Aile Sağlığı Merkezi,Sağlık,Aile Sağlığı Merkezi,SULTANBEYLİ,BATTALGAZİ,Fedai Sk. No:2 BATTALGAZİ/SULTANBEYLİ,40.984765,29.278467
Şişli Fulya Aile Sağlığı Merkezi,Sağlık,Aile Sağlığı Merkezi,ŞİŞLİ,FULYA,Mehmetçik Cad. No:29 FULYA/ŞİŞLİ,41.060471,28.996343
Ümraniye Dudullu Aile Sağlığı Merkezi,Sağlık,Aile Sağlığı Merkezi,ÜMRANİYE,AŞAĞI DUDULLU,Alemdağ Cad. No:463 AŞAĞI DUDULLU/ÜMRANİYE,41.016538,29.161862
Küçükçekmece Kanarya Aile Sağlığı Merkezi,Sağlık,Aile Sağlığı Merkezi,KÜÇÜKÇEKMECE,KANARYA,İstasyon Cad. No:3 /2C KANARYA/KÜÇÜKÇEKMECE,41.010778,28.773433
Ataşehir İnönü Aile Sağlığı Merkezi,Sağlık,Aile Sağlığı Merkezi,ATAŞEHİR,İNÖNÜ,Kartal Cad. No:30 A İNÖNÜ/ATAŞEHİR,40.978041,29.132776
Bahçelievler Hürriyet Aile Sağlığı Merkezi,Sağlık,Aile Sağlığı Merkezi,BAHÇELİEVLER,HÜRRİYET,Bahtiyar Sk. No:14 C HÜRRİYET/BAHÇELİEVLER,40.999305,28.840746
Sultangazi Valide Sultan Aile Sağlığı Merkezi,Sağlık,Aile Sağlığı Merkezi,SULTANGAZİ,ESENTEPE,2394. Sk. No:93 A ESENTEPE/SULTANGAZİ,41.102136,28.882298
Esenyurt 9 No'lu Aile Sağlığı Merkezi,Sağlık,Aile Sağlığı Merkezi,ESENYURT,SÜLEYMANİYE,781. Sk. No:4 A SÜLEYMANİYE/ESENYURT,41.043189,28.681384
Esenyurt Kıraç Aile Sağlığı Merkezi,Sağlık,Aile Sağlığı Merkezi,ESENYURT,İSTİKLAL,2663. Sk. No:8 İSTİKLAL/ESENYURT,41.03757,28.645166
Küçükçekmece Cennet Aile Sağlığı Merkezi,Sağlık,Aile Sağlığı Merkezi,KÜÇÜKÇEKMECE,CENNET,Turgut Reis Cad. No:63 B CENNET/KÜÇÜKÇEKMECE,40.991242,28.776796
Bağcılar Çınar Aile Sağlığı Merkezi,Sağlık,Aile Sağlığı Merkezi,BAĞCILAR,ÇINAR,842. Sk. No:13 ÇINAR/BAĞCILAR,41.035649,28.859926
Çekmeköy Dr. Safiye Ali Aile Sağlığı Merkezi,Sağlık,Aile Sağlığı Merkezi,ÇEKMEKÖY,ÇAMLIK,Deniz Sk. No:11 B ÇAMLIK/ÇEKMEKÖY,41.018642,29.192626
Güngören Gevher Nesibe Aile Sağlığı Merkezi,Sağlık,Aile Sağlığı Merkezi,GÜNGÖREN,GÜNEŞTEPE,Bağlar Cad. No:27 A GÜNEŞTEPE/GÜNGÖREN,41.027078,28.869876
Kadıköy Tüccarbaşı Aile Sağlığı Merkezi,Sağlık,Aile Sağlığı Merkezi,KADIKÖY,19-May,Bölen Sk. No:7 D 19 MAYIS/KADIKÖY,40.977368,29.091272
Asil İşitme Cihazları,Sağlık,İşitme Cihazı Satış ve Uygulama Merkezi,ÜMRANİYE,NAMIK KEMAL,Sütçü İmam Cad. No:18 B NAMIK KEMAL/ÜMRANİYE,41.024121,29.085167
Psk. Melike Güray,Sağlık,Psikologlar,KADIKÖY,BOSTANCI,Bağdat Cad. No:476 BOSTANCI/KADIKÖY,40.95645,29.088257
Dr. Murat Topoğlu,Sağlık,Doktor/Muayenehane,ŞİŞLİ,MERKEZ,Abide-i Hürriyet Cad. No:197 MERKEZ/ŞİŞLİ,41.063892,28.987311
Kağıthane Yahya Kemal Aile Sağlığı Merkezi,Sağlık,Aile Sağlığı Merkezi,KAĞITHANE,YAHYA KEMAL,Talatpaşa Cad. No:393 -395A YAHYA KEMAL/KAĞITHANE,41.084583,28.987954
Bakırköy 3 No'lu Aile Sağlığı Merkezi,Sağlık,Aile Sağlığı Merkezi,BAKIRKÖY,KARTALTEPE,Ömür Sk. No:26 A KARTALTEPE/BAKIRKÖY,40.988505,28.874679
Esenler Tuna Aile Sağlığı Merkezi,Sağlık,Aile Sağlığı Merkezi,ESENLER,TUNA,Tuna Cad. No:34 TUNA/ESENLER,41.050416,28.860141
Kağıthane 4 No'lu Aile Sağlığı Merkezi,Sağlık,Aile Sağlığı Merkezi,KAĞITHANE,SULTAN SELİM,Şahinler Cad. No:16 B SULTAN SELİM/KAĞITHANE,41.092896,29.001752
Gaziosmanpaşa Hürriyet Okmeydanı Eğitim ve Araştırma Hastanesi Eğitim Aile Sağlığı Merkezi,Sağlık,Aile Sağlığı Merkezi,GAZİOSMANPAŞA,HÜRRİYET,322. Sk. No:4 B HÜRRİYET/GAZİOSMANPAŞA,41.069071,28.900033
Gaziosmanpaşa Ali Başaran Aile Sağlığı Merkezi,Sağlık,Aile Sağlığı Merkezi,GAZİOSMANPAŞA,FEVZİ ÇAKMAK,İstanbul Cad. No:32 A FEVZİ ÇAKMAK/GAZİOSMANPAŞA,41.0715,28.904896
Şişli 6 No'lu Aile Sağlığı Merkezi,Sağlık,Aile Sağlığı Merkezi,ŞİŞLİ,FULYA,Sakız Ağacı Sk. No:1 E FULYA/ŞİŞLİ,41.060591,28.998976
Op.Dr.Medet Yılmaz,Sağlık,Doktor/Muayenehane,PENDİK,DOĞU,Papatya Sk. No:16 DOĞU/PENDİK,40.878863,29.236498
Opr. Dr. Semra Polat,Sağlık,Doktor/Muayenehane,ÜSKÜDAR,AHMEDİYE,Halk Cad. No:41 AHMEDİYE/ÜSKÜDAR,41.019929,29.014588
Onedent - Diş Hekimi Havva Şen Karnap,Sağlık,Diş Hekimi,ŞİŞLİ,MECİDİYEKÖY,Büyükdere Cad. No:75 MECİDİYEKÖY/ŞİŞLİ,41.066873,28.99902
Toros Medikal,Sağlık,Medikal,ÇEKMEKÖY,EKŞİOĞLU,Turgut Özal Cad. No:179 EKŞİOĞLU/ÇEKMEKÖY,41.034005,29.234604
Beyoğlu 6 No'lu Aile Sağlığı Merkezi,Sağlık,Aile Sağlığı Merkezi,BEYOĞLU,ASMALI MESCİT,Meşrutiyet Cad. No:73 B ASMALI MESCİT/BEYOĞLU,41.031333,28.974684
Zeytinburnu 2 No'lu Göçmen Sağlığı Merkezi,Sağlık,Aile Sağlığı Merkezi,ZEYTİNBURNU,ÇIRPICI,Prof. Dr. Turan Güneş Cad. No:157 A ÇIRPICI/ZEYTİNBURNU,41.000608,28.894513
Gelişim Tıp Laboratuvarı,Sağlık,Laboratuvar Özel,KADIKÖY,OSMANAĞA,General Asım Gündüz Cad. No:8 OSMANAĞA/KADIKÖY,40.989982,29.028872
Diş Hekimi İsmet Kaya,Sağlık,Diş Hekimi,ÜSKÜDAR,AZİZ MAHMUT HÜDAYİ,Halk Cad. No:48 AZİZ MAHMUT HÜDAYİ/ÜSKÜDAR,41.02025,29.014352
Ufuk Çizgisi Psikolojik Danışmanlık Merkezi,Sağlık,Psikologlar,KADIKÖY,SUADİYE,Şemsettin Günaltay Cad. No:87 SUADİYE/KADIKÖY,40.964633,29.088129
Doç. Dr. Habib Bostan,Sağlık,Doktor/Muayenehane,BAKIRKÖY,KARTALTEPE,Başarı Sk. No:1 KARTALTEPE/BAKIRKÖY,40.992652,28.870242
